Consortium	name	library:numSubjects	library:dataCategory.itemsType	library:dataCategory.items	library:datatype.itemsType	library:datatype.items	library:dataUseRestriction	library:indication	study_accession	library:datasetName	library:datasetVersion	library:datasetDescription	library:datasetOwner	library:datasetCustodian	library:datasetDepositor	library:contactEmail	library:institute.itemsType	library:institute.items	library:primaryDiseaseSite	library:primaryDiseaseSite	library:reference	library:dataFileFormats.itemsType	library:dataFileFormats.items	library:technology.itemsType	library:technology.items	library:studyDesign	library:ethnicity.itemsType	library:ethnicity.items	library:cohortCountry	library:requiresExternalApproval	library:lmsvn	library:dulvn	library:discoverableByGroups.itemsType	library:discoverableByGroups.items	tag:tags.itemsType	tag:tags.items	library:DS	library:HMB	library:NMDS	library:NCU	library:NPU	library:NCTRL	library:GRU	library:RS-PD	library:IRB	library:RS-G	library:NAGR	library:DS_URL.itemsType	library:DS_URL.items	library:DS.itemsType	library:orsp	library:dataAccessInstructions	referenceData_hg38_known_indels_sites_VCFs.itemsType	referenceData_hg38_known_indels_sites_VCFs.items	referenceData_hg38_ref_fasta	referenceData_hg38_ref_alt	referenceData_hg38_ref_amb	referenceData_hg38_axiomPoly_resource_vcf_index	referenceData_hg38_ref_fasta_index	referenceData_hg38_mills_resource_vcf	referenceData_hg38_one_thoUnited Statesnd_genomes_resource_vcf	referenceData_hg38_dbsnp_vcf_index	referenceData_hg38_known_indels_sites_indices.itemsType	referenceData_hg38_known_indels_sites_indices.items	referenceData_hg38_one_thoUnited Statesnd_genomes_resource_vcf_index	referenceData_hg38_call_interval_list	referenceData_hg38_ref_dict	referenceData_hg38_dbsnp_vcf	referenceData_hg38_mills_resource_vcf_index	referenceData_hg38_ref_sa	referenceData_hg38_hapmap_resource_vcf_index	referenceData_hg38_hapmap_resource_vcf	referenceData_hg38_omni_resource_vcf_index	referenceData_hg38_axiomPoly_resource_vcf	referenceData_hg38_eval_interval_list	referenceData_hg38_omni_resource_vcf	referenceData_hg38_scattered_calling_intervals_list	referenceData_hg38_unpadded_intervals_file	referenceData_hg38_ref_pac	referenceData_hg38_ref_bwt	referenceData_hg38_ref_ann	diseaseOntologyLabel	indication	reference	datasetCustodian	datasetVersion	projectName	datasetDescription	dulvn	useLimitationOption	NPU	RS-PD	dataUseRestriction	numSubjects	datasetOwner	tags	published	datasetName	technology	discoverableByGroups	NCU	RS-G	IRB	requiresExternalApproval	studyDesign	NAGR	contactEmail	datasetDepositor	datatype	dataCategory	NMDS	NCTRL	GRU	HMB	diseaseOntologyID	dataFileFormats	genome_fasta_index	sample_attributes	subject_phenotypes	transcripts_gtf	genome_fasta_dict	genes_gtf	vcf_index	genome_fasta	vcf_file	lmsvn	rnaseq_genome_fasta_index	rnaseq_genome_fasta	rnaseq_genome_fasta_dict
CCDG	AnVIL_CCDG_Broad_NP_Epilepsy_AUSAUS_EPI_BA_ID_MDS_WES	24	AttributeValue	Raw Sequencing data	AttributeValue	Exome	EPIL_BRAIN_AB_INTEL_DIS_MDS	epilepsy	phs001489	Epi25 - Australia: Melbourne	1	Epi25 is a collaborative of more than 60 research cohorts from around the world. We expect to find evidence that accurate and detailed phenotypic data reduces genetic heterogeneity, allows for identification of a well-matched replication cohort, and clarifies the phenotypic spectrum associated with a gene. This approach will help us address fundamental questions about the importance of rare variants, common variants, or de novo changes as the basis for specific forms of epilepsy. For more information, visit http://epi-25.org/. dbGaP study ID: phs001489	Benjamin Neale	NHGRI	Caroline Cusick	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG NP	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	Australia	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Dec 9, 2019														CG-4132																																																																															
CCDG	AnVIL_CCDG_Broad_NP_Epilepsy_AUSAUS_EPIL_BA_MDS_WES	11	AttributeValue	Raw Sequencing data	AttributeValue	Exome	EPIL_BRAIN_AB_MDS	epilepsy	phs001489	Epi25 - Australia: Melbourne	1	Epi25 is a collaborative of more than 60 research cohorts from around the world. We expect to find evidence that accurate and detailed phenotypic data reduces genetic heterogeneity, allows for identification of a well-matched replication cohort, and clarifies the phenotypic spectrum associated with a gene. This approach will help us address fundamental questions about the importance of rare variants, common variants, or de novo changes as the basis for specific forms of epilepsy. For more information, visit http://epi-25.org/. dbGaP study ID: phs001489	Benjamin Neale	NHGRI	Caroline Cusick	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG NP	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	Australia	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Dec 9, 2019														CG-4033																																																																															
CCDG	AnVIL_CCDG_Broad_NP_Epilepsy_AUSRMB_DS-EAED-MDS_WES	354	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-EAED-MDS	epilepsy	phs001489	Epi25 - Australia: Royal Melbourne	1	Epi25 is a collaborative of more than 60 research cohorts from around the world. We expect to find evidence that accurate and detailed phenotypic data reduces genetic heterogeneity, allows for identification of a well-matched replication cohort, and clarifies the phenotypic spectrum associated with a gene. This approach will help us address fundamental questions about the importance of rare variants, common variants, or de novo changes as the basis for specific forms of epilepsy. For more information, visit http://epi-25.org/. dbGaP study ID: phs001489	Benjamin Neale	NHGRI	Caroline Cusick	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG NP	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	Australia	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Nov 21, 2019														CG-4757, CG-4199, CG-6434																																																																															
CCDG	AnVIL_CCDG_Broad_NP_Epilepsy_BELATW_GRU_WES	107	AttributeValue	Raw Sequencing data	AttributeValue	Exome	GRU	epilepsy	phs001489	Epi25 - Belgium: Antwerp	1	Epi25 is a collaborative of more than 60 research cohorts from around the world. We expect to find evidence that accurate and detailed phenotypic data reduces genetic heterogeneity, allows for identification of a well-matched replication cohort, and clarifies the phenotypic spectrum associated with a gene. This approach will help us address fundamental questions about the importance of rare variants, common variants, or de novo changes as the basis for specific forms of epilepsy. For more information, visit http://epi-25.org/. dbGaP study ID: phs001489	Benjamin Neale	NHGRI	Caroline Cusick	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG NP	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	Belgium	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Nov 21, 2019														ORSP-3501																																																																															
CCDG	AnVIL_CCDG_Broad_NP_Epilepsy_BELULB_DS-EP-NPU_WES	380	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-EP-NPU	epilepsy	phs001489	Epi25 - Belgium: Brussels	1	Epi25 is a collaborative of more than 60 research cohorts from around the world. We expect to find evidence that accurate and detailed phenotypic data reduces genetic heterogeneity, allows for identification of a well-matched replication cohort, and clarifies the phenotypic spectrum associated with a gene. This approach will help us address fundamental questions about the importance of rare variants, common variants, or de novo changes as the basis for specific forms of epilepsy. For more information, visit http://epi-25.org/. dbGaP study ID: phs001489	Benjamin Neale	NHGRI	Caroline Cusick	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG NP	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	Belgium	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Nov 21, 2019														ORSP-3736																																																																															
CCDG	AnVIL_CCDG_Broad_NP_Epilepsy_CANUTN_DS-EP_WES	124	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-EP	epilepsy	phs001489	Epi25 - Canada: Toronto	1	Epi25 is a collaborative of more than 60 research cohorts from around the world. We expect to find evidence that accurate and detailed phenotypic data reduces genetic heterogeneity, allows for identification of a well-matched replication cohort, and clarifies the phenotypic spectrum associated with a gene. This approach will help us address fundamental questions about the importance of rare variants, common variants, or de novo changes as the basis for specific forms of epilepsy. For more information, visit http://epi-25.org/. dbGaP study ID: phs001489	Benjamin Neale	NHGRI	Caroline Cusick	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG NP	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	Canada	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Nov 21, 2019														ORSP-3732																																																																															
CCDG	AnVIL_CCDG_Broad_NP_Epilepsy_CHEUBB_HMB_IRB_MDS_WES	47	AttributeValue	Raw Sequencing data	AttributeValue	Exome	HMB-IRB-MDS	epilepsy	phs001489	Epi25 - Switzerland: Bern	1	Epi25 is a collaborative of more than 60 research cohorts from around the world. We expect to find evidence that accurate and detailed phenotypic data reduces genetic heterogeneity, allows for identification of a well-matched replication cohort, and clarifies the phenotypic spectrum associated with a gene. This approach will help us address fundamental questions about the importance of rare variants, common variants, or de novo changes as the basis for specific forms of epilepsy. For more information, visit http://epi-25.org/. dbGaP study ID: phs001489	Benjamin Neale	NHGRI	Caroline Cusick	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG NP	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	Switzerland	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Nov 22, 2019', 'Access WS														CG-4389																																																																															
CCDG	AnVIL_CCDG_Broad_NP_Epilepsy_CYPCYP_HMB_NPU_MDS_WES	148	AttributeValue	Raw Sequencing data	AttributeValue	Exome	HMB-NPU-MDS	epilepsy	phs001489	Epi25 - Cyprus	1	Epi25 is a collaborative of more than 60 research cohorts from around the world. We expect to find evidence that accurate and detailed phenotypic data reduces genetic heterogeneity, allows for identification of a well-matched replication cohort, and clarifies the phenotypic spectrum associated with a gene. This approach will help us address fundamental questions about the importance of rare variants, common variants, or de novo changes as the basis for specific forms of epilepsy. For more information, visit http://epi-25.org/. dbGaP study ID: phs001489	Benjamin Neale	NHGRI	Caroline Cusick	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG NP	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	Cyprus	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Nov 22, 2019', 'Access WS														ORSP-3602																																																																															
CCDG	AnVIL_CCDG_Broad_NP_Epilepsy_CZEMTH_GRU_WES	16	AttributeValue	Raw Sequencing data	AttributeValue	Exome	GRU	epilepsy	phs001489	Epi25 - Czech Republic: Prague	1	Epi25 is a collaborative of more than 60 research cohorts from around the world. We expect to find evidence that accurate and detailed phenotypic data reduces genetic heterogeneity, allows for identification of a well-matched replication cohort, and clarifies the phenotypic spectrum associated with a gene. This approach will help us address fundamental questions about the importance of rare variants, common variants, or de novo changes as the basis for specific forms of epilepsy. For more information, visit http://epi-25.org/. dbGaP study ID: phs001489	Benjamin Neale	NHGRI	Caroline Cusick	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG NP	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	Czech Republic	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Nov 22, 2019', 'Access WS														CG-4129																																																																															
CCDG	AnVIL_CCDG_Broad_NP_Epilepsy_DEUUGS_DS_EP_MDS_WES	389	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-EP-MDS	epilepsy	registration pending	Epi25 - Germany: Giessen	1	Epi25 is a collaborative of more than 60 research cohorts from around the world. We expect to find evidence that accurate and detailed phenotypic data reduces genetic heterogeneity, allows for identification of a well-matched replication cohort, and clarifies the phenotypic spectrum associated with a gene. This approach will help us address fundamental questions about the importance of rare variants, common variants, or de novo changes as the basis for specific forms of epilepsy. For more information, visit http://epi-25.org/. dbGaP study ID: phs001489 and consent group is pending registration	Benjamin Neale	NHGRI	Caroline Cusick	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG NP	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	Germany	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue															CG-4714																																																																															
CCDG	AnVIL_CCDG_Broad_NP_Epilepsy_DEUUKB_HMB_NPU_MDS_WES	2337	AttributeValue	Raw Sequencing data	AttributeValue	Exome	HMB-NPU-MDS	epilepsy	phs001489	Epi25 - Germany: Bonn	1	Epi25 is a collaborative of more than 60 research cohorts from around the world. We expect to find evidence that accurate and detailed phenotypic data reduces genetic heterogeneity, allows for identification of a well-matched replication cohort, and clarifies the phenotypic spectrum associated with a gene. This approach will help us address fundamental questions about the importance of rare variants, common variants, or de novo changes as the basis for specific forms of epilepsy. For more information, visit http://epi-25.org/. dbGaP study ID: phs001489	Benjamin Neale	NHGRI	Caroline Cusick	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG NP	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	Germany	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	Dec 2, 2019', 'GRCh38/hg38', 'Access WS														ORSP-3601																																																																															
CCDG	AnVIL_CCDG_Broad_NP_Epilepsy_DEUUKL_HMB_WES	194	AttributeValue	Raw Sequencing data	AttributeValue	Exome	HMB	epilepsy	phs001489	Epi25 - Germany: Kiel	1	Epi25 is a collaborative of more than 60 research cohorts from around the world. We expect to find evidence that accurate and detailed phenotypic data reduces genetic heterogeneity, allows for identification of a well-matched replication cohort, and clarifies the phenotypic spectrum associated with a gene. This approach will help us address fundamental questions about the importance of rare variants, common variants, or de novo changes as the basis for specific forms of epilepsy. For more information, visit http://epi-25.org/. dbGaP study ID: phs001489	Benjamin Neale	NHGRI	Caroline Cusick	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG NP	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	Germany	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Nov 22, 2019', 'Access WS														ORSP-3596																																																																															
CCDG	AnVIL_CCDG_Broad_NP_Epilepsy_DEUULG_GRU_WES	90	AttributeValue	Raw Sequencing data	AttributeValue	Exome	GRU	epilepsy	phs001489	Epi25 - Germany: Leipzig	1	Epi25 is a collaborative of more than 60 research cohorts from around the world. We expect to find evidence that accurate and detailed phenotypic data reduces genetic heterogeneity, allows for identification of a well-matched replication cohort, and clarifies the phenotypic spectrum associated with a gene. This approach will help us address fundamental questions about the importance of rare variants, common variants, or de novo changes as the basis for specific forms of epilepsy. For more information, visit http://epi-25.org/. dbGaP study ID: phs001489	Benjamin Neale	NHGRI	Caroline Cusick	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG NP	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	Germany	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	Dec 2, 2019', 'GRCh38/hg38', 'Access WS														CG-4519																																																																															
CCDG	AnVIL_CCDG_Broad_NP_Epilepsy_DEUPUM_HMB_MDS_WES	264	AttributeValue	Raw Sequencing data	AttributeValue	Exome	HMB-MDS	epilepsy	phs001489	Epi25 - Germany: Frankfurt/Marburg	1	Epi25 is a collaborative of more than 60 research cohorts from around the world. We expect to find evidence that accurate and detailed phenotypic data reduces genetic heterogeneity, allows for identification of a well-matched replication cohort, and clarifies the phenotypic spectrum associated with a gene. This approach will help us address fundamental questions about the importance of rare variants, common variants, or de novo changes as the basis for specific forms of epilepsy. For more information, visit http://epi-25.org/. dbGaP study ID: phs001489	Benjamin Neale	NHGRI	Caroline Cusick	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG NP	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	Germany	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Nov 22, 2019', 'Access WS														ORSP-3604																																																																															
CCDG	AnVIL_CCDG_Broad_NP_Epilepsy_DEUUTB_HMB-NPU-MDS_WES	1032	AttributeValue	Raw Sequencing data	AttributeValue	Exome	HMB-NPU-MDS	epilepsy	phs001489	Epi25 - Germany: Tuebingen	1	Epi25 is a collaborative of more than 60 research cohorts from around the world. We expect to find evidence that accurate and detailed phenotypic data reduces genetic heterogeneity, allows for identification of a well-matched replication cohort, and clarifies the phenotypic spectrum associated with a gene. This approach will help us address fundamental questions about the importance of rare variants, common variants, or de novo changes as the basis for specific forms of epilepsy. For more information, visit http://epi-25.org/. dbGaP study ID: phs001489	Benjamin Neale	NHGRI	Caroline Cusick	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG NP	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Cases only	AttributeValue	N/A	Germany	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Nov 14, 2019', 'Access WS														ORSP-3738																																																																															
