PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26810768","Disclosing Pleiotropic Effects During Genetic Risk Assessment for Alzheimer Disease: A Randomized Trial","Christensen KD, Roberts JS, Whitehouse PJ, Royal CD, Obisesan TO, Cupples LA, Vernarelli JA, Bhatt DL, Linnenbringer E, Butson MB, Fasaye GA, Uhlmann WR, Hiraki S, Wang N, Cook-Deegan R, Green RC; REVEAL Study Group*.","Ann Intern Med. 2016 Feb 2;164(3):155-63. doi: 10.7326/M15-0187. Epub 2016 Jan 26.","Christensen KD","Ann Intern Med","2016","2016/01/27","PMC4979546","NIHMS805683","10.7326/M15-0187"
"26810587","Toward clinical genomics in everyday medicine: perspectives and recommendations","Delaney SK, Hultner ML, Jacob HJ, Ledbetter DH, McCarthy JJ, Ball M, Beckman KB, Belmont JW, Bloss CS, Christman MF, Cosgrove A, Damiani SA, Danis T, Delledonne M, Dougherty MJ, Dudley JT, Faucett WA, Friedman JR, Haase DH, Hays TS, Heilsberg S, Huber J, Kaminsky L, Ledbetter N, Lee WH, Levin E, Libiger O, Linderman M, Love RL, Magnus DC, Martland A, McClure SL, Megill SE, Messier H, Nussbaum RL, Palaniappan L, Patay BA, Popovich BW, Quackenbush J, Savant MJ, Su MM, Terry SF, Tucker S, Wong WT, Green RC.","Expert Rev Mol Diagn. 2016;16(5):521-32. doi: 10.1586/14737159.2016.1146593. Epub 2016 Feb 24.","Delaney SK","Expert Rev Mol Diagn","2016","2016/01/27","PMC4841021","","10.1586/14737159.2016.1146593"
"26805890","Information Technology Support for Clinical Genetic Testing within an Academic Medical Center","Aronson S, Mahanta L, Ros LL, Clark E, Babb L, Oates M, Rehm H, Lebo M.","J Pers Med. 2016 Jan 20;6(1):4. doi: 10.3390/jpm6010004.","Aronson S","J Pers Med","2016","2016/01/26","PMC4810383","","10.3390/jpm6010004"
"26792268","Patients' ratings of genetic conditions validate a taxonomy to simplify decisions about preconception carrier screening via genome sequencing","Leo MC, McMullen C, Wilfond BS, Lynch FL, Reiss JA, Gilmore MJ, Himes P, Kauffman TL, Davis JV, Jarvik GP, Berg JS, Harding C, Kennedy KA, Simpson DK, Quigley DI, Richards CS, Rope AF, Goddard KA.","Am J Med Genet A. 2016 Mar;170(3):574-82. doi: 10.1002/ajmg.a.37477. Epub 2016 Jan 21.","Leo MC","Am J Med Genet A","2016","2016/01/22","PMC4824299","NIHMS773635","10.1002/ajmg.a.37477"
"26729701","Psychosocial Factors Influencing Parental Interest in Genomic Sequencing of Newborns","Waisbren SE, Weipert CM, Walsh RC, Petty CR, Green RC.","Pediatrics. 2016 Jan;137 Suppl 1(Suppl 1):S30-5. doi: 10.1542/peds.2015-3731G.","Waisbren SE","Pediatrics","2016","2016/01/06","PMC9923974","","10.1542/peds.2015-3731G"
"26690481","Assessing the Costs and Cost-Effectiveness of Genomic Sequencing","Christensen KD, Dukhovny D, Siebert U, Green RC.","J Pers Med. 2015 Dec 10;5(4):470-86. doi: 10.3390/jpm5040470.","Christensen KD","J Pers Med","2015","2015/12/23","PMC4695866","","10.3390/jpm5040470"
"26646840","Understanding self-management behaviors in symptomatic adults with uncertain etiology using an illness perceptions framework","Leos C, Khan CM, Rini C.","J Behav Med. 2016 Apr;39(2):310-9. doi: 10.1007/s10865-015-9698-2. Epub 2015 Dec 8.","Leos C","J Behav Med","2016","2015/12/10","PMC4801749","NIHMS743569","10.1007/s10865-015-9698-2"
"26642939","Physician perspectives of CYP2C19 and clopidogrel drug-gene interaction active clinical decision support alerts","Nishimura AA, Shirts BH, Salama J, Smith JW, Devine B, Tarczy-Hornoch P.","Int J Med Inform. 2016 Feb;86:117-25. doi: 10.1016/j.ijmedinf.2015.11.004. Epub 2015 Nov 11.","Nishimura AA","Int J Med Inform","2016","2015/12/09","PMC4704682","NIHMS741638","10.1016/j.ijmedinf.2015.11.004"
"26637299","Next Generation Sequencing in the Clinic: a Patterns of Care Study in a Retrospective Cohort of Subjects Referred to a Genetic Medicine Clinic for Suspected Lynch Syndrome","Gallego CJ, Perez ML, Burt A, Amendola LM, Shirts BH, Pritchard CC, Hisama FM, Bennett RL, Veenstra DL, Jarvik GP.","J Genet Couns. 2016 Jun;25(3):515-9. doi: 10.1007/s10897-015-9902-0. Epub 2015 Dec 5.","Gallego CJ","J Genet Couns","2016","2015/12/06","","","10.1007/s10897-015-9902-0"
"26634332","Comprehensive red blood cell and platelet antigen prediction from whole genome sequencing: proof of principle","Lane WJ, Westhoff CM, Uy JM, Aguad M, Smeland-Wagman R, Kaufman RM, Rehm HL, Green RC, Silberstein LE; MedSeq Project.","Transfusion. 2016 Mar;56(3):743-54. doi: 10.1111/trf.13416. Epub 2015 Dec 3.","Lane WJ","Transfusion","2016","2015/12/05","PMC5019240","","10.1111/trf.13416"
"26590952","Germline Findings in Tumor-Only Sequencing: Points to Consider for Clinicians and Laboratories","Raymond VM, Gray SW, Roychowdhury S, Joffe S, Chinnaiyan AM, Parsons DW, Plon SE; Clinical Sequencing Exploratory Research Consortium Tumor Working Group.","J Natl Cancer Inst. 2015 Nov 20;108(4):djv351. doi: 10.1093/jnci/djv351. Print 2016 Apr.","Raymond VM","J Natl Cancer Inst","2015","2015/11/23","PMC4849259","","10.1093/jnci/djv351"
"26573325","Recurrent internal tandem duplications of BCOR in clear cell sarcoma of the kidney","Roy A, Kumar V, Zorman B, Fang E, Haines KM, Doddapaneni H, Hampton OA, White S, Bavle AA, Patel NR, Eldin KW, John Hicks M, Rakheja D, Leavey PJ, Skapek SX, Amatruda JF, Nuchtern JG, Chintagumpala MM, Wheeler DA, Plon SE, Sumazin P, Parsons DW.","Nat Commun. 2015 Nov 17;6:8891. doi: 10.1038/ncomms9891.","Roy A","Nat Commun","2015","2015/11/18","PMC4660214","","10.1038/ncomms9891"
"26566463","Incidental Findings with Genomic Testing: Implications for Genetic Counseling Practice","Roche MI, Berg JS.","Curr Genet Med Rep. 2015;3(4):166-176. doi: 10.1007/s40142-015-0075-9. Epub 2015 Aug 25.","Roche MI","Curr Genet Med Rep","2015","2015/11/14","PMC4633435","","10.1007/s40142-015-0075-9"
"26540156","Participant use and communication of findings from exome sequencing: a mixed-methods study","Lewis KL, Hooker GW, Connors PD, Hyams TC, Wright MF, Caldwell S, Biesecker LG, Biesecker BB.","Genet Med. 2016 Jun;18(6):577-83. doi: 10.1038/gim.2015.133. Epub 2015 Nov 5.","Lewis KL","Genet Med","2016","2015/11/06","PMC4860179","NIHMS720025","10.1038/gim.2015.133"
"26528881","Translating cancer genomes and transcriptomes for precision oncology","Roychowdhury S, Chinnaiyan AM.","CA Cancer J Clin. 2016 Jan-Feb;66(1):75-88. doi: 10.3322/caac.21329. Epub 2015 Nov 3.","Roychowdhury S","CA Cancer J Clin","2016","2015/11/04","PMC4713245","NIHMS727517","10.3322/caac.21329"
"26505993","Is Whole-Exome Sequencing an Ethically Disruptive Technology? Perspectives of Pediatric Oncologists and Parents of Pediatric Patients With Solid Tumors","McCullough LB, Slashinski MJ, McGuire AL, Street RL Jr, Eng CM, Gibbs RA, Parsons DW, Plon SE.","Pediatr Blood Cancer. 2016 Mar;63(3):511-5. doi: 10.1002/pbc.25815. Epub 2015 Oct 27.","McCullough LB","Pediatr Blood Cancer","2016","2015/10/28","PMC4982513","NIHMS807411","10.1002/pbc.25815"
"26479568","International Policies on Sharing Genomic Research Results with Relatives: Approaches to Balancing Privacy with Access","Branum R, Wolf SM.","J Law Med Ethics. 2015 Fall;43(3):576-93. doi: 10.1111/jlme.12301.","Branum R","J Law Med Ethics","2015","2015/10/20","PMC4617202","NIHMS696592","10.1111/jlme.12301"
"26479567","Considerations for Returning Research Results to Culturally Diverse Participants and Families of Decedents","Garrison NA.","J Law Med Ethics. 2015 Fall;43(3):569-75. doi: 10.1111/jlme.12300.","Garrison NA","J Law Med Ethics","2015","2015/10/20","PMC4617668","NIHMS696586","10.1111/jlme.12300"
"26479566","Return of Results from Research Using Newborn Screening Dried Blood Samples","Lewis MH, Goldenberg AJ.","J Law Med Ethics. 2015 Fall;43(3):559-68. doi: 10.1111/jlme.12299.","Lewis MH","J Law Med Ethics","2015","2015/10/20","PMC4617190","NIHMS696584","10.1111/jlme.12299"
"26479565","Disclosing Secondary Findings from Pediatric Sequencing to Families: Considering the ""Benefit to Families""","Wilfond BS, Fernandez CV, Green RC.","J Law Med Ethics. 2015 Fall;43(3):552-8. doi: 10.1111/jlme.12298.","Wilfond BS","J Law Med Ethics","2015","2015/10/20","PMC4617182","NIHMS696579","10.1111/jlme.12298"
"26479564","A Family-Centered Model for Sharing Genetic Risk","Daly MB.","J Law Med Ethics. 2015 Fall;43(3):545-51. doi: 10.1111/jlme.12297.","Daly MB","J Law Med Ethics","2015","2015/10/20","PMC4617664","NIHMS696551","10.1111/jlme.12297"
"26479563","How Much Control Do Children and Adolescents Have over Genomic Testing, Parental Access to Their Results, and Parental Communication of Those Results to Others?","Clayton EW.","J Law Med Ethics. 2015 Fall;43(3):538-44. doi: 10.1111/jlme.12296.","Clayton EW","J Law Med Ethics","2015","2015/10/20","PMC4617197","NIHMS696583","10.1111/jlme.12296"
"26479562","Pediatric Cancer Genetics Research and an Evolving Preventive Ethics Approach for Return of Results after Death of the Subject","Scollon S, Bergstrom K, McCullough LB, McGuire AL, Gutierrez S, Kerstein R, Parsons DW, Plon SE.","J Law Med Ethics. 2015 Fall;43(3):529-37. doi: 10.1111/jlme.12295.","Scollon S","J Law Med Ethics","2015","2015/10/20","PMC4617204","NIHMS696588","10.1111/jlme.12295"
"26479561","Returning a Research Participant's Genomic Results to Relatives: Perspectives from Managers of Two Distinct Research Biobanks","Petersen GM, Van Ness B.","J Law Med Ethics. 2015 Fall;43(3):523-8. doi: 10.1111/jlme.12294.","Petersen GM","J Law Med Ethics","2015","2015/10/20","PMC4617601","NIHMS696564","10.1111/jlme.12294"
"26479560","Canadian Research Ethics Board Leadership Attitudes to the Return of Genetic Research Results to Individuals and Their Families","Fernandez CV, O'Rourke PP, Beskow LM.","J Law Med Ethics. 2015 Fall;43(3):514-22. doi: 10.1111/jlme.12293.","Fernandez CV","J Law Med Ethics","2015","2015/10/20","PMC4617195","NIHMS696560","10.1111/jlme.12293"
"26479559","Return of Genetic Research Results to Participants and Families: IRB Perspectives and Roles","Beskow LM, O'Rourke PP.","J Law Med Ethics. 2015 Fall;43(3):502-13. doi: 10.1111/jlme.12292.","Beskow LM","J Law Med Ethics","2015","2015/10/20","PMC4617597","NIHMS696555","10.1111/jlme.12292"
"26479558","Mapping the Ethics of Translational Genomics: Situating Return of Results and Navigating the Research-Clinical Divide","Wolf SM, Burke W, Koenig BA.","J Law Med Ethics. 2015 Fall;43(3):486-501. doi: 10.1111/jlme.12291.","Wolf SM","J Law Med Ethics","2015","2015/10/20","PMC4620583","NIHMS696591","10.1111/jlme.12291"
"26479557","Patients' Choices for Return of Exome Sequencing Results to Relatives in the Event of Their Death","Amendola LM, Horike-Pyne M, Trinidad SB, Fullerton SM, Evans BJ, Burke W, Jarvik GP.","J Law Med Ethics. 2015 Fall;43(3):476-85. doi: 10.1111/jlme.12290.","Amendola LM","J Law Med Ethics","2015","2015/10/20","PMC4617192","NIHMS696595","10.1111/jlme.12290"
"26479556","Preferences Regarding Return of Genomic Results to Relatives of Research Participants, Including after Participant Death: Empirical Results from a Cancer Biobank","Breitkopf CR, Petersen GM, Wolf SM, Chaffee KG, Robinson ME, Gordon DR, Lindor NM, Koenig BA.","J Law Med Ethics. 2015 Fall;43(3):464-75. doi: 10.1111/jlme.12289.","Breitkopf CR","J Law Med Ethics","2015","2015/10/20","PMC4617194","NIHMS696597","10.1111/jlme.12289"
"26479555","Returning a Research Participant's Genomic Results to Relatives: Analysis and Recommendations","Wolf SM, Branum R, Koenig BA, Petersen GM, Berry SA, Beskow LM, Daly MB, Fernandez CV, Green RC, LeRoy BS, Lindor NM, O'Rourke PP, Breitkopf CR, Rothstein MA, Van Ness B, Wilfond BS.","J Law Med Ethics. 2015 Fall;43(3):440-63. doi: 10.1111/jlme.12288.","Wolf SM","J Law Med Ethics","2015","2015/10/20","PMC4617203","NIHMS696543","10.1111/jlme.12288"
"26479554","INTRODUCTION: Return of Research Results: What About the Family?","Wolf SM.","J Law Med Ethics. 2015 Fall;43(3):437-9. doi: 10.1111/jlme.12287.","Wolf SM","J Law Med Ethics","2015","2015/10/20","PMC4618495","NIHMS696600","10.1111/jlme.12287"
"26480326","Initiation of universal tumor screening for Lynch syndrome in colorectal cancer patients as a model for the implementation of genetic information into clinical oncology practice","Cohen SA, Laurino M, Bowen DJ, Upton MP, Pritchard C, Hisama F, Jarvik G, Fichera A, Sjoding B, Bennett RL, Naylor L, Jacobson A, Burke W, Grady WM.","Cancer. 2016 Feb 1;122(3):393-401. doi: 10.1002/cncr.29758. Epub 2015 Oct 19.","Cohen SA","Cancer","2016","2015/10/20","PMC4724321","NIHMS729986","10.1002/cncr.29758"
"26478737","Illustrative case studies in the return of exome and genome sequencing results","Amendola LM, Lautenbach D, Scollon S, Bernhardt B, Biswas S, East K, Everett J, Gilmore MJ, Himes P, Raymond VM, Wynn J, Hart R; CSER Genetic Counseling Working Group; Jarvik GP.","Per Med. 2015;12(3):283-295. doi: 10.2217/pme.14.89.","Amendola LM","Per Med","2015","2015/10/20","PMC4607287","NIHMS700970","10.2217/pme.14.89"
"26477867","When Participants in Genomic Research Grow Up: Contact and Consent at the Age of Majority","Brothers KB, Holm IA, Childerhose JE, Antommaria AHM, Bernhardt BA, Clayton EW, Gelb BD, Joffe S, Lynch JA, McCormick JB, McCullough LB, Parsons DW, Sundaresan AS, Wolf WA, Yu JH, Wilfond BS; Pediatrics Workgroup of the Clinical Sequencing Exploratory Research (CSER) Consortium.","J Pediatr. 2016 Jan;168:226-231.e1. doi: 10.1016/j.jpeds.2015.09.020. Epub 2015 Oct 23.","Brothers KB","J Pediatr","2016","2015/10/20","PMC4824174","NIHMS773401","10.1016/j.jpeds.2015.09.020"
"26469044","Building the foundation for genomics in precision medicine","Aronson SJ, Rehm HL.","Nature. 2015 Oct 15;526(7573):336-42. doi: 10.1038/nature15816.","Aronson SJ","Nature","2015","2015/10/16","PMC5669797","NIHMS775900","10.1038/nature15816"
"26468061","The impact of direct-to-consumer personal genomic testing on perceived risk of breast, prostate, colorectal, and lung cancer: findings from the PGen study","Carere DA, VanderWeele T, Moreno TA, Mountain JL, Roberts JS, Kraft P, Green RC; PGen Study Group.","BMC Med Genomics. 2015 Oct 15;8:63. doi: 10.1186/s12920-015-0140-y.","Carere DA","BMC Med Genomics","2015","2015/10/16","PMC4606558","","10.1186/s12920-015-0140-y"
"26439717","Management of Incidental Findings in Clinical Genomic Sequencing","Krier JB, Green RC.","Curr Protoc Hum Genet. 2015 Oct 6;87:9.23.1-9.23.16. doi: 10.1002/0471142905.hg0923s87.","Krier JB","Curr Protoc Hum Genet","2015","2015/10/07","","","10.1002/0471142905.hg0923s87"
"26430151","Parlez-vous VUS?","Cooper GM.","Genome Res. 2015 Oct;25(10):1423-6. doi: 10.1101/gr.190116.115.","Cooper GM","Genome Res","2015","2015/10/03","PMC4579326","","10.1101/gr.190116.115"
"26376753","Participant Satisfaction With a Preference-Setting Tool for the Return of Individual Research Results in Pediatric Genomic Research","Holm IA, Iles BR, Ziniel SI, Bacon PL, Savage SK, Christensen KD, Weitzman ER, Green RC, Huntington NL.","J Empir Res Hum Res Ethics. 2015 Oct;10(4):414-26. doi: 10.1177/1556264615599620.","Holm IA","J Empir Res Hum Res Ethics","2015","2015/09/18","PMC6686662","NIHMS1035673","10.1177/1556264615599620"
"26371191","Professionally Responsible Disclosure of Genomic Sequencing Results in Pediatric Practice","McCullough LB, Brothers KB, Chung WK, Joffe S, Koenig BA, Wilfond B, Yu JH; Clinical Sequencing Exploratory Research (CSER) Consortium Pediatrics Working Group.","Pediatrics. 2015 Oct;136(4):e974-82. doi: 10.1542/peds.2015-0624. Epub 2015 Sep 14.","McCullough LB","Pediatrics","2015","2015/09/16","PMC4586726","","10.1542/peds.2015-0624"
"26325560","Integrative Clinical Sequencing in the Management of Refractory or Relapsed Cancer in Youth","Mody RJ, Wu YM, Lonigro RJ, Cao X, Roychowdhury S, Vats P, Frank KM, Prensner JR, Asangani I, Palanisamy N, Dillman JR, Rabah RM, Kunju LP, Everett J, Raymond VM, Ning Y, Su F, Wang R, Stoffel EM, Innis JW, Roberts JS, Robertson PL, Yanik G, Chamdin A, Connelly JA, Choi S, Harris AC, Kitko C, Rao RJ, Levine JE, Castle VP, Hutchinson RJ, Talpaz M, Robinson DR, Chinnaiyan AM.","JAMA. 2015 Sep 1;314(9):913-25. doi: 10.1001/jama.2015.10080.","Mody RJ","JAMA","2015","2015/09/02","PMC4758114","NIHMS757834","10.1001/jama.2015.10080"
"26302600","The Limits of FDA's Authority to Regulate Clinical Research Involving High-Throughput DNA Sequencing","Evans BJ.","Food Drug Law J. 2015;70(2):259-87, ii.","Evans BJ","Food Drug Law J","2015","2015/08/26","PMC4576719","NIHMS708248",""
"26270767","A semiquantitative metric for evaluating clinical actionability of incidental or secondary findings from genome-scale sequencing","Berg JS, Foreman AK, O'Daniel JM, Booker JK, Boshe L, Carey T, Crooks KR, Jensen BC, Juengst ET, Lee K, Nelson DK, Powell BC, Powell CM, Roche MI, Skrzynia C, Strande NT, Weck KE, Wilhelmsen KC, Evans JP.","Genet Med. 2016 May;18(5):467-75. doi: 10.1038/gim.2015.104. Epub 2015 Aug 13.","Berg JS","Genet Med","2016","2015/08/14","PMC4752935","NIHMS703938","10.1038/gim.2015.104"
"26269719","Explaining, not just predicting, drives interest in personal genomics","Meisel SF, Carere DA, Wardle J, Kalia SS, Moreno TA, Mountain JL, Roberts JS, Green RC; PGen Study Group.","Genome Med. 2015 Aug 1;7(1):74. doi: 10.1186/s13073-015-0188-5. eCollection 2015.","Meisel SF","Genome Med","2015","2015/08/14","PMC4533947","","10.1186/s13073-015-0188-5"
"26253700","The use of exome capture RNA-seq for highly degraded RNA with application to clinical cancer sequencing","Cieslik M, Chugh R, Wu YM, Wu M, Brennan C, Lonigro R, Su F, Wang R, Siddiqui J, Mehra R, Cao X, Lucas D, Chinnaiyan AM, Robinson D.","Genome Res. 2015 Sep;25(9):1372-81. doi: 10.1101/gr.189621.115. Epub 2015 Aug 7.","Cieslik M","Genome Res","2015","2015/08/09","PMC4561495","","10.1101/gr.189621.115"
"26247041","It's complicated: criteria for policy decisions for the clinical integration of genome-scale sequencing for reproductive decision making","Wilfond BS, Goddard KA.","Mol Genet Genomic Med. 2015 Jul;3(4):239-42. doi: 10.1002/mgg3.130.","Wilfond BS","Mol Genet Genomic Med","2015","2015/08/07","PMC4521960","","10.1002/mgg3.130"
"26242468","Genomic Testing: a Genetic Counselor's Personal Reflection on Three Years of Consenting and Testing","Wynn J.","J Genet Couns. 2016 Aug;25(4):691-7. doi: 10.1007/s10897-015-9868-y. Epub 2015 Aug 5.","Wynn J","J Genet Couns","2016","2015/08/06","PMC4744148","NIHMS713291","10.1007/s10897-015-9868-y"
"26238782","The Distinctive Mutational Spectra of Polyomavirus-Negative Merkel Cell Carcinoma","Harms PW, Vats P, Verhaegen ME, Robinson DR, Wu YM, Dhanasekaran SM, Palanisamy N, Siddiqui J, Cao X, Su F, Wang R, Xiao H, Kunju LP, Mehra R, Tomlins SA, Fullen DR, Bichakjian CK, Johnson TM, Dlugosz AA, Chinnaiyan AM.","Cancer Res. 2015 Sep 15;75(18):3720-3727. doi: 10.1158/0008-5472.CAN-15-0702. Epub 2015 Aug 3.","Harms PW","Cancer Res","2015","2015/08/05","PMC4573907","NIHMS712493","10.1158/0008-5472.CAN-15-0702"
"26198374","Experiences with obtaining informed consent for genomic sequencing","Bernhardt BA, Roche MI, Perry DL, Scollon SR, Tomlinson AN, Skinner D.","Am J Med Genet A. 2015 Nov;167A(11):2635-46. doi: 10.1002/ajmg.a.37256. Epub 2015 Jul 21.","Bernhardt BA","Am J Med Genet A","2015","2015/07/23","PMC4980577","NIHMS807146","10.1002/ajmg.a.37256"
"26187847","Utility and limitations of exome sequencing as a genetic diagnostic tool for conditions associated with pediatric sudden cardiac arrest/sudden cardiac death","Li MH, Abrudan JL, Dulik MC, Sasson A, Brunton J, Jayaraman V, Dugan N, Haley D, Rajagopalan R, Biswas S, Sarmady M, DeChene ET, Deardorff MA, Wilkens A, Noon SE, Scarano MI, Santani AB, White PS, Pennington J, Conlin LK, Spinner NB, Krantz ID, Vetter VL.","Hum Genomics. 2015 Jul 19;9(1):15. doi: 10.1186/s40246-015-0038-y.","Li MH","Hum Genomics","2015","2015/07/19","PMC4506570","","10.1186/s40246-015-0038-y"
